Date,Close,Volume,Close:10,Date
2022-11-25,2617.60009765625,3391988,2535.043351236979,2022-11-25
2022-11-28,2707.550048828125,14549929,2545.8683512369794,2022-11-28
2022-11-29,2712.199951171875,5103687,2557.2516845703126,2022-11-29
2022-11-30,2731.35009765625,12075137,2568.005021158854,2022-11-30
2022-12-01,2723.300048828125,4377696,2577.0733561197917,2022-12-01
2022-12-02,2722.14990234375,5348595,2584.681689453125,2022-12-02
2022-12-05,2682.449951171875,6843367,2590.7433512369794,2022-12-05
2022-12-06,2690.199951171875,3966243,2598.0300130208334,2022-12-06
2022-12-07,2650.5,3905263,2603.7183430989585,2022-12-07
2022-12-08,2649.25,3579858,2610.6416748046877,2022-12-08
2022-12-09,2609.10009765625,5840633,2615.9066813151044,2022-12-09
2022-12-12,2613.10009765625,4374946,2618.8050211588543,2022-12-12
2022-12-13,2625.0,3845839,2621.318351236979,2022-12-13
2022-12-14,2615.5,3354618,2624.173347981771,2022-12-14
2022-12-15,2578.35009765625,4009765,2625.2633544921873,2022-12-15
2022-12-16,2565.60009765625,7308934,2625.6116943359375,2022-12-16
2022-12-19,2599.300048828125,3567363,2625.830029296875,2022-12-19
2022-12-20,2621.800048828125,3446291,2626.3366943359374,2022-12-20
2022-12-21,2584.5,3935463,2625.6866943359373,2022-12-21
2022-12-22,2577.800048828125,3438692,2625.8633626302085,2022-12-22
2022-12-23,2502.199951171875,4733657,2621.543359375,2022-12-23
2022-12-26,2524.050048828125,2764496,2618.3766927083334,2022-12-26
2022-12-27,2544.699951171875,2659749,2616.2900227864584,2022-12-27
2022-12-28,2544.449951171875,3442509,2614.693351236979,2022-12-28
2022-12-29,2543.300048828125,3198493,2612.8350179036456,2022-12-29
2022-12-30,2547.199951171875,3364092,2611.153352864583,2022-12-30
